state_code,district_code,sub_district_code,level,area_name,noofvillages,total_population,male_population,female_population
10,237,01522,SUB-DISTRICT,Meskaur,57,94358,47681,46677
10,237,01523,SUB-DISTRICT,Sirdala,80,178472,91592,86880
10,237,01524,SUB-DISTRICT,Rajauli,102,136056,70141,65915
10,238,00000,DISTRICT,Jamui,1324,1615072,839776,775296
10,238,01525,SUB-DISTRICT,Islamnagar Aliganj,62,136768,70903,65865
10,238,01526,SUB-DISTRICT,Sikandra,64,148711,76782,71929
10,238,01527,SUB-DISTRICT,Jamui,71,144757,75254,69503
10,238,01528,SUB-DISTRICT,Barhat,34,92207,48141,44066
10,238,01529,SUB-DISTRICT,Lakshmipur,67,124149,64688,59461
10,238,01530,SUB-DISTRICT,Jhajha,175,215386,111775,103611
10,238,01531,SUB-DISTRICT,Gidhaur,20,77558,40720,36838
10,238,01532,SUB-DISTRICT,Khaira,89,235761,123188,112573
10,238,01533,SUB-DISTRICT,Sono,210,204587,105535,99052
10,238,01534,SUB-DISTRICT,Chakai,532,235188,122790,112398
10,239,00000,DISTRICT,Jehanabad ,541,990117,514154,475963
10,239,01535,SUB-DISTRICT,Ratni Faridpur,88,146586,76434,70152
10,239,01536,SUB-DISTRICT,Jehanabad,100,151551,79027,72524
10,239,01537,SUB-DISTRICT,Kako,93,173487,90005,83482
10,239,01538,SUB-DISTRICT,Modanganj,52,87718,45359,42359
10,239,01539,SUB-DISTRICT,Ghoshi,50,108130,55873,52257
10,239,01540,SUB-DISTRICT,Makhdumpur,110,228160,118145,110015
10,239,01541,SUB-DISTRICT,Hulasganj,48,94485,49311,45174
10,240,00000,DISTRICT,Arwal,299,648994,336420,312574
10,240,01542,SUB-DISTRICT,Arwal,50,107837,56123,51714
10,240,01543,SUB-DISTRICT,Kaler,59,148941,76872,72069
10,240,01544,SUB-DISTRICT,Karpi,82,192213,99915,92298
10,240,01545,SUB-DISTRICT,Sonbhadra Banshi Suryapur,43,78185,40220,37965
10,240,01546,SUB-DISTRICT,Kurtha,65,121818,63290,58528
11,000,00000,STATE,SIKKIM,425,456999,242797,214202
11,241,00000,DISTRICT,North  District,52,39065,22274,16791
11,241,01547,SUB-DISTRICT,Tshungthang,8,10038,6932,3106
11,241,01548,SUB-DISTRICT,Mangan,44,29027,15342,13685
11,242,00000,DISTRICT,West District,119,131187,67528,63659
11,242,01549,SUB-DISTRICT,Gyalshing,68,67662,35123,32539
11,242,01550,SUB-DISTRICT,Soreng,51,63525,32405,31120
11,243,00000,DISTRICT,South District,140,125651,65848,59803
11,243,01551,SUB-DISTRICT,Namchi,94,77696,40517,37179
11,243,01552,SUB-DISTRICT,Ravong,46,47955,25331,22624
11,244,00000,DISTRICT,East District,114,161096,87147,73949
11,244,01553,SUB-DISTRICT,Gangtok,70,102846,57118,45728
11,244,01554,SUB-DISTRICT,Pakyong,27,36392,18795,17597
11,244,01555,SUB-DISTRICT,Rongli,17,21858,11234,10624
12,000,00000,STATE,ARUNACHAL PRADESH,5258,1066358,546011,520347
12,245,00000,DISTRICT,Tawang,218,38775,20792,17983
12,245,01556,SUB-DISTRICT,Zemithang,18,2926,1439,1487
12,245,01557,SUB-DISTRICT,Lumla,21,6172,3055,3117
12,245,01558,SUB-DISTRICT,Dudunghar,26,2833,1449,1384
12,245,01559,SUB-DISTRICT,Tawang,63,7897,4104,3793
12,245,01560,SUB-DISTRICT,Kitpi,31,2935,1411,1524
12,245,01561,SUB-DISTRICT,Jang,8,5480,3288,2192
12,245,01562,SUB-DISTRICT,Lhou ,25,4029,2606,1423
12,245,01563,SUB-DISTRICT,Mukto,7,3655,1926,1729
12,245,01564,SUB-DISTRICT,Bongkhar ,14,1256,575,681
12,245,01565,SUB-DISTRICT,Thingbu,5,1592,939,653
12,246,00000,DISTRICT,West Kameng,260,68015,37809,30206
12,246,01566,SUB-DISTRICT,Dirang ,81,14651,7776,6875
12,246,01567,SUB-DISTRICT,Thembang ,11,1334,688,646
12,246,01568,SUB-DISTRICT,Nafra ,34,7403,3817,3586
12,246,01569,SUB-DISTRICT,Bomdila,2,1422,702,720
12,246,01570,SUB-DISTRICT,Kalaktang ,24,6622,3369,3253
12,246,01571,SUB-DISTRICT,Shergaon ,7,3077,1628,1449
12,246,01572,SUB-DISTRICT,Rupa ,20,2937,1521,1416
12,246,01573,SUB-DISTRICT,Singchung ,30,14534,9260,5274
12,246,01574,SUB-DISTRICT,Jamiri ,13,4998,3372,1626
12,246,01575,SUB-DISTRICT,Thrizino ,20,4863,2412,2451
12,246,01576,SUB-DISTRICT,Bhalukpong,7,5042,2677,2365
12,246,01577,SUB-DISTRICT,Kamengbari-Doimara,3,316,160,156
12,246,01578,SUB-DISTRICT,Balemu ,8,816,427,389
12,247,00000,DISTRICT,East Kameng,356,60340,29506,30834
12,247,01579,SUB-DISTRICT,Seijosa ,19,3958,1970,1988
12,247,01580,SUB-DISTRICT,Dissing-Passo ,15,1561,812,749
12,247,01581,SUB-DISTRICT,Pakke-Kessang ,21,3609,1705,1904
12,247,01582,SUB-DISTRICT,Pizirang(Veo),29,6230,3056,3174
12,247,01583,SUB-DISTRICT,Richukrong,25,3636,1805,1831
12,247,01584,SUB-DISTRICT,Seppa ,51,10864,5142,5722
12,247,01585,SUB-DISTRICT,Lada ,25,3189,1640,1549
12,247,01586,SUB-DISTRICT,Bameng ,35,5549,2765,2784
12,247,01587,SUB-DISTRICT,Pipu-Dipu ,29,3852,1828,2024
12,247,01588,SUB-DISTRICT,Gyawe Purang ,17,2469,1190,1279
12,247,01589,SUB-DISTRICT,Khenewa ,24,4230,2089,2141
12,247,01590,SUB-DISTRICT,Chayangtajo ,35,6937,3383,3554
12,247,01591,SUB-DISTRICT,Sawa ,31,4256,2121,2135
12,248,00000,DISTRICT,Papum Pare,455,79610,39935,39675
12,248,01592,SUB-DISTRICT,Balijan,26,6679,3221,3458
12,248,01593,SUB-DISTRICT,Banderdawa ,50,8523,4372,4151
12,248,01594,SUB-DISTRICT,Sangdupota (Besar Nello),45,4053,1982,2071
12,248,01595,SUB-DISTRICT,Taraso ,28,2507,1205,1302
12,248,01596,SUB-DISTRICT,Itanagar ,21,5811,2968,2843
12,248,01597,SUB-DISTRICT,Naharlagun ,32,12948,6497,6451
12,248,01598,SUB-DISTRICT,Doimukh ,25,9479,4713,4766
12,248,01599,SUB-DISTRICT,Gumto ,6,1638,809,829
12,248,01600,SUB-DISTRICT,Toru,36,3006,1454,1552
12,248,01601,SUB-DISTRICT,Sagalee,53,4734,2248,2486
12,248,01602,SUB-DISTRICT,Parang ,17,1655,807,848
12,248,01603,SUB-DISTRICT,Leporiang,41,4139,1937,2202
12,248,01604,SUB-DISTRICT,Mengio,43,6055,2896,3159
12,248,01605,SUB-DISTRICT,Kimin ,23,6756,3972,2784
12,248,01606,SUB-DISTRICT,Kakoi,9,1627,854,773
12,249,00000,DISTRICT,Upper Subansiri,543,70043,34840,35203
12,249,01607,SUB-DISTRICT,Taksing,14,1295,640,655
12,249,01608,SUB-DISTRICT,Limeking ,22,1683,868,815
12,249,01609,SUB-DISTRICT,Nacho ,51,5151,2586,2565
12,249,01610,SUB-DISTRICT,Siyum ,47,6866,3434,3432
12,249,01611,SUB-DISTRICT,Taliha ,86,13299,6610,6689
12,249,01612,SUB-DISTRICT,Payeng ,20,2246,1103,1143
12,249,01613,SUB-DISTRICT,Giba,34,5013,2383,2630
12,249,01614,SUB-DISTRICT,Chetam (Peer Yapu),57,6603,3303,3300
12,249,01615,SUB-DISTRICT,Daporijo ,46,6294,3084,3210
12,249,01616,SUB-DISTRICT,Puchi Geko ,49,4418,2181,2237
12,249,01617,SUB-DISTRICT,Dumporijo ,17,4907,2434,2473
12,249,01618,SUB-DISTRICT,Gussar ,35,4017,2036,1981
12,249,01619,SUB-DISTRICT,Gite-Ripa ,24,2623,1293,1330
12,249,01620,SUB-DISTRICT,Baririjo ,18,2475,1271,1204
12,249,01621,SUB-DISTRICT,Maro ,23,3153,1614,1539
12,250,00000,DISTRICT,West Siang,444,87306,44687,42619
12,250,01622,SUB-DISTRICT,Mechuka,33,5091,2697,2394
12,250,01623,SUB-DISTRICT,Monigong ,46,4472,2234,2238
12,250,01624,SUB-DISTRICT,Pidi,13,1036,510,526
12,250,01625,SUB-DISTRICT,Payum ,15,2354,1189,1165
12,250,01626,SUB-DISTRICT,Tato ,20,2711,1382,1329
12,250,01627,SUB-DISTRICT,Kaying ,12,5094,2878,2216
12,250,01628,SUB-DISTRICT,Darak ,11,1303,645,658
12,250,01629,SUB-DISTRICT,Kamba,27,6014,3063,2951
12,250,01630,SUB-DISTRICT,Rumgong,8,3144,1668,1476
12,250,01631,SUB-DISTRICT,Jomlo Mobuk ,16,3996,2040,1956
12,250,01632,SUB-DISTRICT,Liromoba ,25,4235,2127,2108
12,250,01633,SUB-DISTRICT,Yomcha,14,2315,1153,1162
12,250,01634,SUB-DISTRICT,Aalo ,44,14232,7117,7115
12,250,01635,SUB-DISTRICT,Tirbin,30,5662,2949,2713
12,250,01636,SUB-DISTRICT,Basar ,29,7940,3958,3982
12,250,01637,SUB-DISTRICT,Daring ,12,2266,1182,1084
12,250,01638,SUB-DISTRICT,Gensi ,12,1783,903,880
12,250,01639,SUB-DISTRICT,Sibe ,14,1345,739,606
12,250,01640,SUB-DISTRICT,Likabali ,23,6076,3142,2934
12,250,01641,SUB-DISTRICT,Kangku ,24,2500,1230,1270
12,250,01642,SUB-DISTRICT,Bagra ,16,3737,1881,1856
12,251,00000,DISTRICT,East Siang,150,71579,36147,35432
12,251,01643,SUB-DISTRICT,Boleng ,10,2797,1475,1322
12,251,01644,SUB-DISTRICT,Riga,7,4153,2175,1978
12,251,01645,SUB-DISTRICT,Pangin,8,3411,1710,1701
12,251,01646,SUB-DISTRICT,Kebang ,10,1629,761,868
12,251,01647,SUB-DISTRICT,Rebo-Perging ,7,2363,1217,1146
12,251,01648,SUB-DISTRICT,Koyu ,12,2005,1036,969
12,251,01649,SUB-DISTRICT,Kora ,5,884,466,418
12,251,01650,SUB-DISTRICT,Nari ,8,4989,2474,2515
12,251,01651,SUB-DISTRICT,New Seren ,8,3048,1554,1494
12,251,01652,SUB-DISTRICT,Bilat ,8,4734,2405,2329
12,251,01653,SUB-DISTRICT,Ruksin ,10,5679,2758,2921
12,251,01654,SUB-DISTRICT,Sille-Oyan,12,9715,4950,4765
12,251,01655,SUB-DISTRICT,Pasighat ,26,11698,5785,5913
12,251,01656,SUB-DISTRICT,Mebo ,10,7015,3601,3414
12,251,01657,SUB-DISTRICT,Namsing ,9,7459,3780,3679
12,252,00000,DISTRICT,Upper Siang,98,28780,15335,13445
12,252,01658,SUB-DISTRICT,Tuting,13,5207,3156,2051
12,252,01659,SUB-DISTRICT,Migging,5,857,441,416
12,252,01660,SUB-DISTRICT,Palling,5,613,306,307
12,252,01661,SUB-DISTRICT,Gelling,6,780,391,389
12,252,01662,SUB-DISTRICT,Singa,13,988,497,491
12,252,01663,SUB-DISTRICT,Yingkiong,6,2033,1017,1016
12,252,01664,SUB-DISTRICT,Jengging,11,3293,1821,1472
12,252,01665,SUB-DISTRICT,Geku,13,4445,2220,2225
12,252,01666,SUB-DISTRICT,Mariyang,14,6260,3252,3008
12,252,01667,SUB-DISTRICT,Mopom ( Adipasi ),4,1360,703,657
12,252,01668,SUB-DISTRICT,Katan ,8,2944,1531,1413
12,253,00000,DISTRICT,Changlang,347,128998,66283,62715
12,253,01669,SUB-DISTRICT,Khimiyong,14,3012,1553,1459
12,253,01670,SUB-DISTRICT,Yatdam,19,2793,1474,1319
12,253,01671,SUB-DISTRICT,Changlang,55,7495,3835,3660
12,253,01672,SUB-DISTRICT,Namtok,17,3875,1992,1883
12,253,01673,SUB-DISTRICT,Manmao,17,2632,1472,1160
12,253,01674,SUB-DISTRICT,Renuk,6,715,353,362
12,253,01675,SUB-DISTRICT,Lyngok-Longtoi,6,757,385,372
12,253,01676,SUB-DISTRICT,Nampong,23,3636,1890,1746
12,253,01677,SUB-DISTRICT,Tikhak Rima Putok,16,1344,716,628
12,253,01678,SUB-DISTRICT,Jairampur,13,2653,1420,1233
12,253,01679,SUB-DISTRICT,Vijoynagar,14,4438,2222,2216
12,253,01680,SUB-DISTRICT,Miao,44,20080,10260,9820
12,253,01681,SUB-DISTRICT,Kharsang,30,14516,7578,6938
12,253,01682,SUB-DISTRICT,Diyun,31,32007,16277,15730
12,253,01683,SUB-DISTRICT,Bordumsa,42,29045,14856,14189
12,254,00000,DISTRICT,Tirap,189,91165,46185,44980
12,254,01684,SUB-DISTRICT,Namsang,19,4810,2702,2108
12,254,01685,SUB-DISTRICT,Soha,12,3082,1562,1520
12,254,01686,SUB-DISTRICT,Khonsa,52,16367,8346,8021
12,254,01687,SUB-DISTRICT,Dadam,10,5074,2608,2466
12,254,01688,SUB-DISTRICT,Kanubari,15,7152,3610,3542
12,254,01689,SUB-DISTRICT,Lawnu,17,4946,2480,2466
12,254,01690,SUB-DISTRICT,Longding,14,12663,6202,6461
12,254,01691,SUB-DISTRICT,Pumao,5,4934,2454,2480
12,254,01692,SUB-DISTRICT,Pangchao,13,11808,5928,5880
12,254,01693,SUB-DISTRICT,Wakka,13,11216,5778,5438
12,254,01694,SUB-DISTRICT,Laju,19,9113,4515,4598
12,255,00000,DISTRICT,Lower Subansiri,536,70224,35460,34764
12,255,01695,SUB-DISTRICT,Ziro (Sadar) ,136,9941,4969,4972
12,255,01696,SUB-DISTRICT,Old Ziro ,83,19605,9994,9611
12,255,01697,SUB-DISTRICT,Yachuli,57,8566,4393,4173
12,255,01698,SUB-DISTRICT,Yazali ,66,9663,4925,4738
12,255,01699,SUB-DISTRICT,Pistana ,57,7170,3539,3631
12,255,01700,SUB-DISTRICT,Kamporijo ,79,6951,3447,3504
12,255,01701,SUB-DISTRICT,Dollungmukh ,19,2944,1542,1402
12,255,01702,SUB-DISTRICT,Raga ,39,5384,2651,2733
12,256,00000,DISTRICT,Kurung Kumey,700,89731,44072,45659
12,256,01703,SUB-DISTRICT,Palin ,70,9896,4901,4995
12,256,01704,SUB-DISTRICT,Yangte,39,6910,3446,3464
12,256,01705,SUB-DISTRICT,Sangram ,70,10832,5255,5577
12,256,01706,SUB-DISTRICT,Nyapin ,42,6651,3291,3360
12,256,01707,SUB-DISTRICT,Phassang ,28,2435,1163,1272
12,256,01708,SUB-DISTRICT,Koloriang ,66,5082,2483,2599
12,256,01709,SUB-DISTRICT,Chambang,56,5347,2608,2739
12,256,01710,SUB-DISTRICT,Gangte ,67,5369,2524,2845
12,256,01711,SUB-DISTRICT,Tarak-Lengdi,32,3401,1662,1739
12,256,01712,SUB-DISTRICT,Sarli,38,3120,1582,1538
12,256,01713,SUB-DISTRICT,Parsi-Parlo,65,9152,4600,4552
12,256,01714,SUB-DISTRICT,Damin,53,5755,2850,2905
12,256,01715,SUB-DISTRICT,Longding Koling (Pipsorang) ,33,6788,3277,3511
12,256,01716,SUB-DISTRICT,Tali ,41,8993,4430,4563
12,257,00000,DISTRICT,Dibang Valley,134,5620,3098,2522
12,257,01717,SUB-DISTRICT,Mipi,15,592,344,248
12,257,01718,SUB-DISTRICT,Anini ,45,2105,1165,940
12,257,01719,SUB-DISTRICT,Etalin,34,1329,721,608
12,257,01720,SUB-DISTRICT,Anelih,17,563,281,282
12,257,01721,SUB-DISTRICT,Kronli (Arzoo circle),23,1031,587,444
12,258,00000,DISTRICT,Lower Dibang Valley,264,42691,21989,20702
12,258,01722,SUB-DISTRICT,Hunli,28,1383,727,656
12,258,01723,SUB-DISTRICT,Desali,28,864,418,446
12,258,01724,SUB-DISTRICT,Roing,146,24993,12773,12220
12,258,01725,SUB-DISTRICT,Dambuk,29,4518,2295,2223
12,258,01726,SUB-DISTRICT,Tinali ( Paglam ),13,5319,2732,2587
12,258,01727,SUB-DISTRICT,Koronu,20,5614,3044,2570
12,259,00000,DISTRICT,Lohit,286,113296,58991,54305
12,259,01728,SUB-DISTRICT,Sunpura,16,5529,2847,2682
12,259,01729,SUB-DISTRICT,Tezu,47,17136,9109,8027
12,259,01730,SUB-DISTRICT,Wakro,52,8927,4666,4261
12,259,01731,SUB-DISTRICT,Chongkham,43,21995,11716,10279
12,259,01732,SUB-DISTRICT,Namsai,30,12619,6592,6027
12,259,01733,SUB-DISTRICT,Lathao,18,8390,4353,4037
12,259,01734,SUB-DISTRICT,Piyong,26,10481,5444,5037
12,259,01735,SUB-DISTRICT,Lekang (Mahadevpur),54,28219,14264,13955
12,260,00000,DISTRICT,Anjaw,278,20185,10882,9303
12,260,01736,SUB-DISTRICT,Hayuliang,61,5772,3327,2445
12,260,01737,SUB-DISTRICT,Manchal,58,3371,1629,1742
12,260,01738,SUB-DISTRICT,Goiliang,31,1681,867,814
12,260,01739,SUB-DISTRICT,Chaglagam,16,1070,573,497
12,260,01740,SUB-DISTRICT,Metengliang,29,1608,803,805
12,260,01741,SUB-DISTRICT,Kibithoo,10,1455,1043,412
12,260,01742,SUB-DISTRICT,Walong,18,1201,673,528
12,260,01743,SUB-DISTRICT,Hawai,55,4027,1967,2060
13,000,00000,STATE,NAGALAND,1400,1407536,725472,682064
13,261,00000,DISTRICT,Mon,131,215816,113469,102347
13,261,01744,SUB-DISTRICT,Naginimora,6,2907,1541,1366
13,261,01745,SUB-DISTRICT,Tizit,16,22352,11895,10457
13,261,01746,SUB-DISTRICT,Hunta,10,8435,4347,4088
13,261,01747,SUB-DISTRICT,Shangnyu,5,6138,3126,3012
13,261,01748,SUB-DISTRICT,Mon Sadar,18,21649,11278,10371
13,261,01749,SUB-DISTRICT,Wakching,9,12738,6476,6262
13,261,01750,SUB-DISTRICT,Aboi,8,14257,7488,6769
13,261,01751,SUB-DISTRICT,Longshen,7,20311,10758,9553
13,261,01752,SUB-DISTRICT,Phomching,7,12539,6611,5928
13,261,01753,SUB-DISTRICT,Chen,9,18656,9914,8742
13,261,01754,SUB-DISTRICT,Angjangyang,11,20307,10568,9739
13,261,01755,SUB-DISTRICT,Mopong,9,15377,8242,7135
13,261,01756,SUB-DISTRICT,Tobu,4,16925,8962,7963
13,261,01757,SUB-DISTRICT,Monyakshu,12,23225,12263,10962
13,262,00000,DISTRICT,Mokokchung,107,138897,71373,67524
13,262,01758,SUB-DISTRICT,Longchem,16,8617,4363,4254
13,262,01759,SUB-DISTRICT,Alongkima,10,11947,5972,5975
13,262,01760,SUB-DISTRICT,Tuli,11,11097,5830,5267
13,262,01761,SUB-DISTRICT,Changtongya,7,9840,5093,4747
13,262,01762,SUB-DISTRICT,Chuchuyimlang,11,17832,9192,8640
13,262,01763,SUB-DISTRICT,Kubolong,10,12679,6560,6119
13,262,01764,SUB-DISTRICT,Mangkolemba,13,12957,6542,6415
13,262,01765,SUB-DISTRICT,Merangmen,10,6044,3267,2777
13,262,01766,SUB-DISTRICT,Ongpangkong,19,47884,24554,23330
13,263,00000,DISTRICT,Zunheboto,191,113160,56786,56374
13,263,01767,SUB-DISTRICT,V.K.,9,3931,2006,1925
13,263,01768,SUB-DISTRICT,Akuluto,10,6612,3408,3204
13,263,01769,SUB-DISTRICT,Suruhuto,14,13957,7209,6748
13,263,01770,SUB-DISTRICT,Asuto,27,7598,3876,3722
13,263,01771,SUB-DISTRICT,Aghunato,28,18350,9072,9278
13,263,01772,SUB-DISTRICT,Zunheboto Sadar,23,13344,6630,6714
13,263,01773,SUB-DISTRICT,Atoizu,17,8740,4320,4420
13,263,01774,SUB-DISTRICT,Akuhaito,5,3876,1988,1888
13,263,01775,SUB-DISTRICT,Pughoboto,10,8943,4454,4489
13,263,01776,SUB-DISTRICT,Ghathashi,13,7967,3984,3983
13,263,01777,SUB-DISTRICT,Satakha,19,10139,5080,5059
13,263,01778,SUB-DISTRICT,Saptiqa,5,5163,2496,2667
13,263,01779,SUB-DISTRICT,Satoi,11,4540,2263,2277
13,264,00000,DISTRICT,Wokha,151,131339,66435,64904
13,264,01780,SUB-DISTRICT,Changpang,20,5397,2767,2630
13,264,01781,SUB-DISTRICT,Aitepyong,9,16194,8357,7837
13,264,01782,SUB-DISTRICT,Bhandari,31,17124,8949,8175
13,264,01783,SUB-DISTRICT,Baghty,4,2697,1398,1299
13,264,01784,SUB-DISTRICT,Sungro,8,13046,6488,6558
13,264,01785,SUB-DISTRICT,Sanis,8,7155,3533,3622
13,264,01786,SUB-DISTRICT,Lotsu,8,6338,3197,3141
13,264,01787,SUB-DISTRICT,Ralan,17,8627,4416,4211
13,264,01788,SUB-DISTRICT,Wozhuro,10,8680,4390,4290
13,264,01789,SUB-DISTRICT,Wokha Sadar,20,23182,11397,11785
13,264,01790,SUB-DISTRICT,Englan,9,12856,6484,6372
13,264,01791,SUB-DISTRICT,Chukitong,7,10043,5059,4984
13,265,00000,DISTRICT,Dimapur ,219,180942,93435,87507
13,265,01792,SUB-DISTRICT,Niuland,32,11876,5905,5971
13,265,01793,SUB-DISTRICT,Aquqhnaqua,39,9193,4548,4645
13,265,01794,SUB-DISTRICT,Kuhoboto,23,12519,6297,6222
13,265,01795,SUB-DISTRICT,Nihokhu,10,8699,4349,4350
13,265,01796,SUB-DISTRICT,Dimapur Sadar,11,23998,12353,11645
13,265,01797,SUB-DISTRICT,Chumukedima,51,81884,42733,39151
13,265,01798,SUB-DISTRICT,Dhansiripar,32,17362,8933,8429
13,265,01799,SUB-DISTRICT,Medziphema,21,15411,8317,7094
13,266,00000,DISTRICT,Phek,117,138843,70529,68314
13,266,01800,SUB-DISTRICT,Sekruzu,9,11366,5727,5639
13,266,01801,SUB-DISTRICT,Phek Sadar,15,13203,6697,6506
13,266,01802,SUB-DISTRICT,Khuza,7,4007,2027,1980
13,266,01803,SUB-DISTRICT,Meluri,13,13890,7108,6782
13,266,01804,SUB-DISTRICT,Phor,10,5117,2680,2437
13,266,01805,SUB-DISTRICT,Phokhungri,11,3611,1848,1763
13,266,01806,SUB-DISTRICT,Chozuba,8,14836,7609,7227
13,266,01807,SUB-DISTRICT,Chetheba,9,16881,8460,8421
13,266,01808,SUB-DISTRICT,Sakraba,10,9241,4655,4586
13,266,01809,SUB-DISTRICT,Pfutsero,7,20858,10541,10317
13,266,01810,SUB-DISTRICT,Zuketsa,5,5244,2700,2544
13,266,01811,SUB-DISTRICT,Khezhakeno,2,3810,1911,1899
13,266,01812,SUB-DISTRICT,Chizami,6,10274,5204,5070
13,266,01813,SUB-DISTRICT,Razieba,5,6505,3362,3143
13,267,00000,DISTRICT,Tuensang,138,159822,82462,77360
13,267,01814,SUB-DISTRICT,Noksen,10,14182,7436,6746
13,267,01815,SUB-DISTRICT,Chare,13,11156,5767,5389
13,267,01816,SUB-DISTRICT,Longkhim,12,17306,8903,8403
13,267,01817,SUB-DISTRICT,Tuensang Sadar,6,11111,5749,5362
13,267,01818,SUB-DISTRICT,Ngoungchung,10,6111,3200,2911
13,267,01819,SUB-DISTRICT,Sangsangnyu,8,6629,3429,3200
13,267,01820,SUB-DISTRICT,Sotokur,7,10707,5423,5284
13,267,01821,SUB-DISTRICT,Noklak,9,19507,10066,9441
13,267,01822,SUB-DISTRICT,Chingmei,6,3866,1988,1878
13,267,01823,SUB-DISTRICT,Nokhu,7,6291,3319,2972
13,267,01824,SUB-DISTRICT,Panso,10,11036,5687,5349
13,267,01825,SUB-DISTRICT,Shamator,11,12726,6403,6323
13,267,01826,SUB-DISTRICT,Tsurungto,2,2132,998,1134
13,267,01827,SUB-DISTRICT,Chessore,5,5438,2815,2623
13,267,01828,SUB-DISTRICT,Mangko,7,3024,1496,1528
13,267,01829,SUB-DISTRICT,Thonoknyu,15,18600,9783,8817
13,268,00000,DISTRICT,Longleng,49,42871,22511,20360
13,268,01830,SUB-DISTRICT,Tamlu,5,5336,2785,2551
13,268,01831,SUB-DISTRICT,Namsang,9,3518,1841,1677
13,268,01832,SUB-DISTRICT,Yongnyah,11,9831,5137,4694
13,268,01833,SUB-DISTRICT,Longleng,14,15571,8162,7409
13,268,01834,SUB-DISTRICT,Sakshi,10,8615,4586,4029
13,269,00000,DISTRICT,Kiphire,90,57517,29243,28274
13,269,01835,SUB-DISTRICT,Seyochung,12,9951,4906,5045
13,269,01836,SUB-DISTRICT,Amahator,12,9075,4567,4508
13,269,01837,SUB-DISTRICT,Kiphire Sadar,8,5452,2783,2669
13,269,01838,SUB-DISTRICT,Kiusam,8,5171,2657,2514
13,269,01839,SUB-DISTRICT,Sitimi,13,4035,2002,2033
13,269,01840,SUB-DISTRICT,Longmatra,11,4723,2409,2314
13,269,01841,SUB-DISTRICT,Pungro,19,14464,7555,6909
13,269,01842,SUB-DISTRICT,Khongsa,7,4646,2364,2282
13,270,00000,DISTRICT,Kohima,105,146900,76369,70531
13,270,01843,SUB-DISTRICT,Tseminyu,32,44999,22229,22770
13,270,01844,SUB-DISTRICT,Tsogin,7,5525,2828,2697
13,270,01845,SUB-DISTRICT,Chiephobozou,18,19692,10400,9292
13,270,01846,SUB-DISTRICT,Botsa,10,6695,3346,3349
13,270,01847,SUB-DISTRICT,Kezocha,10,16467,9256,7211
13,270,01848,SUB-DISTRICT,Jakhama,10,34056,17626,16430
13,270,01849,SUB-DISTRICT,Kohima Sadar,2,2097,1107,990
13,270,01850,SUB-DISTRICT,Sechu-Zubza,16,17369,9577,7792
13,271,00000,DISTRICT,Peren,102,81429,42860,38569
13,271,01851,SUB-DISTRICT,Pedi (Ngwalwa),12,10105,5330,4775
13,271,01852,SUB-DISTRICT,Jalukie,20,19685,10434,9251
13,271,01853,SUB-DISTRICT,Athibung,20,13950,7530,6420
13,271,01854,SUB-DISTRICT,Kebai Khelma,13,3012,1564,1448
13,271,01855,SUB-DISTRICT,Nsong,8,5200,2676,2524
13,271,01856,SUB-DISTRICT,Tening,19,25864,13519,12345
13,271,01857,SUB-DISTRICT,Peren,10,3613,1807,1806
14,000,00000,STATE,MANIPUR,2515,2021640,1026884,994756
14,272,00000,DISTRICT,Senapati,669,471672,243603,228069
14,272,01858,SUB-DISTRICT,Mao-Maram,89,163380,84285,79095
14,272,01859,SUB-DISTRICT,Paomata,20,53901,27912,25989
14,272,01860,SUB-DISTRICT,Purul ,27,68123,36218,31905
14,272,01861,SUB-DISTRICT,Sadar Hills West,138,64368,32778,31590
14,272,01862,SUB-DISTRICT,Saitu-Gamphazol ,174,58536,30869,27667
14,272,01863,SUB-DISTRICT,Sadar Hills East,221,63364,31541,31823
14,273,00000,DISTRICT,Tamenglong ,174,121288,62534,58754
14,273,01864,SUB-DISTRICT,Tamenglong West,53,27742,13984,13758
14,273,01865,SUB-DISTRICT,Tamenglong North ,30,28056,14927,13129
14,273,01866,SUB-DISTRICT,Tamenglong ,34,28819,14706,14113
14,273,01867,SUB-DISTRICT,Nungba,57,36671,18917,17754
14,274,00000,DISTRICT,Churachandpur,596,255786,129659,126127
14,274,01868,SUB-DISTRICT,Tipaimukh ,40,28795,14421,14374
14,274,01869,SUB-DISTRICT,Thanlon ,49,18464,9485,8979
14,274,01870,SUB-DISTRICT,Churachandpur North,122,30616,15763,14853
14,274,01871,SUB-DISTRICT,Churachandpur,321,155781,78381,77400
14,274,01872,SUB-DISTRICT,Singngat,64,22130,11609,10521
14,275,00000,DISTRICT,Bishnupur,48,149894,75171,74723
14,275,01873,SUB-DISTRICT,Nambol  ,14,37640,18847,18793
14,275,01874,SUB-DISTRICT,Bishnupur,13,37533,18723,18810
14,275,01875,SUB-DISTRICT,Moirang,21,74721,37601,37120
14,276,00000,DISTRICT,Thoubal,87,270835,135470,135365
14,276,01876,SUB-DISTRICT,Lilong,17,58628,29353,29275
14,276,01877,SUB-DISTRICT,Thoubal ,44,125375,62668,62707
14,276,01878,SUB-DISTRICT,Kakching,26,86832,43449,43383
14,277,00000,DISTRICT,Imphal West,107,195113,96948,98165
